,Customer ID
642,17515.0
643,17540.0
644,17544.0
645,17545.0
646,17550.0
647,17555.0
648,17560.0
649,17561.0
650,17588.0
651,17589.0
652,17593.0
653,17597.0
654,17604.0
655,17609.0
656,17611.0
657,17615.0
658,17618.0
659,17621.0
660,17623.0
661,17635.0
662,17639.0
663,17642.0
664,17644.0
665,17663.0
666,17667.0
667,17672.0
668,17683.0
669,17692.0
670,17695.0
671,17696.0
672,17700.0
673,17713.0
674,17714.0
675,17716.0
676,17726.0
677,17730.0
678,17738.0
679,17740.0
680,17742.0
681,17758.0
682,17764.0
683,17768.0
684,17769.0
685,17774.0
686,17797.0
687,17799.0
688,17807.0
689,17822.0
690,17829.0
691,17848.0
692,17851.0
693,17852.0
694,17853.0
695,17861.0
696,17862.0
697,17867.0
698,17871.0
699,17876.0
700,17913.0
701,17929.0
702,17930.0
703,17931.0
704,17935.0
705,17974.0
706,17984.0
707,17990.0
708,17994.0
709,17998.0
710,18006.0
711,18008.0
712,18022.0
713,18036.0
714,18037.0
715,18044.0
716,18057.0
717,18062.0
718,18065.0
719,18069.0
720,18095.0
721,18097.0
722,18135.0
723,18145.0
724,18149.0
725,18151.0
726,18154.0
727,18172.0
728,18178.0
729,18181.0
730,18188.0
731,18203.0
732,18220.0
733,18223.0
734,18231.0
735,18236.0
736,18241.0
737,18247.0
738,18276.0
739,18277.0
740,18283.0
741,18287.0
